RowID,Year,BranchName,AnnualNumberofVisits
902,2020,Queen/Saulter,13608
903,2020,Riverdale,41601
904,2020,Richview,110394
905,2020,Runnymede,101566
906,2020,Rexdale,9438
907,2020,Sanderson,66395
908,2020,Sunnybrook Hospital,3771
909,2020,Scarborough Civic Centre,70414
910,2020,St. Clair/Silverthorn,7623
911,2020,St. James Town,29787
912,2020,St. Lawrence,50946
913,2020,Spadina Road,17355
914,2020,Steeles,40686
915,2020,Swansea Memorial,5164
916,2020,S. Walter Stewart,94272
917,2020,Taylor Memorial,23725
918,2020,Thorncliffe,49448
919,2020,Todmorden Room,7135
920,2020,Toronto Reference Library,409542
921,2020,Victoria Village,11850
922,2020,Weston,44916
923,2020,Woodview Park,21041
924,2020,Woodside Square,71640
925,2020,Yorkville,30268
926,2020,York Woods,31075
927,2021,Albion,58083
928,2021,Albert Campbell,12600
929,2021,Alderwood,19752
930,2021,Agincourt,81572
931,2021,Armour Heights,14409
932,2021,Annette Street,46034
933,2021,Amesbury Park,10868
934,2021,Brookbanks,27562
935,2021,Black Creek,17520
936,2021,Bendale,15747
937,2021,Beaches,61687
938,2021,Barbara Frum,61848
939,2021,Bookmobile One,2798
940,2021,Bloor/Gladstone,85695
941,2021,Brentwood,70833
942,2021,Bridlewood,60079
943,2021,Burrows Hall,7251
944,2021,Cliffcrest,20072
945,2021,Centennial,46021
946,2021,Cedarbrae,74951
947,2021,North York Central Library,309869
948,2021,College/Shaw,29450
949,2021,Danforth/Coxwell,49549
950,2021,Don Mills,72314
951,2021,Downsview,51164
952,2021,Deer Park,81154
953,2021,Dawes Road,27348
954,2021,Davenport,2365
955,2021,Dufferin/St. Clair,36152
956,2021,Eatonville,67386
957,2021,Elmbrook Park,13247
958,2021,Evelyn Gregory,10334
959,2021,Ethennonnhawahstihnen',46617
960,2021,Eglinton Square,53252
961,2021,Forest Hill,38232
962,2021,Fort York,62604
963,2021,Flemingdon Park,33758
964,2021,Fairview,119530
965,2021,Gerrard/Ashdale,31974
966,2021,Goldhawk Park,27577
967,2021,Guildwood,15310
968,2021,Humber Bay,8097
969,2021,Highland Creek,20156
970,2021,Hillcrest,31305
971,2021,High Park,69732
972,2021,Humber Summit,11305
973,2021,Humberwood,12224
974,2021,Jane/Dundas,43854
975,2021,Jones,29392
976,2021,Jane/Sheppard,25861
977,2021,Kennedy/Eglinton,29577
978,2021,Long Branch,19250
979,2021,Leaside,61845
980,2021,Locke,64678
981,2021,Lillian H. Smith,75630
982,2021,Main Street,50037
983,2021,Malvern,57937
984,2021,Maria A. Shchuka,42003
985,2021,McGregor Park,27536
986,2021,Mount Dennis,30326
987,2021,Merril Collection,1
988,2021,Mimico Centennial,28681
989,2021,Maryvale,24654
990,2021,Morningside,42315
991,2021,Northern District,5612
992,2021,Northern Elms,13698
993,2021,New Toronto,16522
994,2021,Osborne Collection,8700
995,2021,Oakwood Village Library and Arts Centre,5031
996,2021,Pape/Danforth,51921
997,2021,Perth/Dupont,8267
998,2021,Parkdale,82433
999,2021,Parliament Street,62707
1000,2021,Palmerston,50269
1001,2021,Port Union,10688
1002,2021,Pleasant View,20003
1003,2021,Queen/Saulter,9916
1004,2021,Riverdale,5710
1005,2021,Richview,86957
1006,2021,Runnymede,92865
1007,2021,Rexdale,11666
1008,2021,Sanderson,43987
1009,2021,Sunnybrook Hospital,787
1010,2021,Scarborough Civic Centre,45783
1011,2021,St. Clair/Silverthorn,9327
1012,2021,St. James Town,11312
1013,2021,St. Lawrence,47209
1014,2021,Spadina Road,9654
1015,2021,Steeles,30057
1016,2021,S. Walter Stewart,73913
1017,2021,Taylor Memorial,16047
1018,2021,Thorncliffe,16877
1019,2021,Todmorden Room,1296
1020,2021,Toronto Reference Library,244641
1021,2021,Victoria Village,10639
1022,2021,Weston,28589
1023,2021,Woodview Park,12922
1024,2021,Woodside Square,51362
1025,2021,Yorkville,25840
1026,2021,York Woods,25317
1027,2022,Albion,191320
1028,2022,Albert Campbell,59881
1029,2022,Alderwood,47658
1030,2022,Agincourt,137685
1031,2022,Armour Heights,18416
1032,2022,Annette Street,43257
1033,2022,Amesbury Park,28006
1034,2022,Brookbanks,54070
1035,2022,Black Creek,43995
1036,2022,Bendale,29668
1037,2022,Beaches,122734
1038,2022,Barbara Frum,142752
1039,2022,Bookmobile One,9356
1040,2022,Bloor/Gladstone,202438
1041,2022,Brentwood,133221
1042,2022,Bridlewood,199345
1043,2022,Burrows Hall,34835
1044,2022,Cliffcrest,44702
1045,2022,Centennial,95026
1046,2022,Cedarbrae,187054
1047,2022,City Hall,58226
1048,2022,North York Central Library,827795
1049,2022,College/Shaw,54432
1050,2022,Danforth/Coxwell,92387
1051,2022,Don Mills,146812
1052,2022,Downsview,116686
1053,2022,Deer Park,165101
1054,2022,Dawes Road,43606
1055,2022,Davenport,13947
1056,2022,Dufferin/St. Clair,71848
1057,2022,Eatonville,137873
1058,2022,Elmbrook Park,21786
1059,2022,Evelyn Gregory,18450
1060,2022,Ethennonnhawahstihnen',100183
1061,2022,Eglinton Square,137717
1062,2022,Forest Hill,72570
1063,2022,Fort York,122233
1064,2022,Flemingdon Park,93145
1065,2022,Fairview,295488
1066,2022,Gerrard/Ashdale,42256
1067,2022,Goldhawk Park,41524
1068,2022,Guildwood,27047
1069,2022,Humber Bay,23300
1070,2022,Highland Creek,33550
1071,2022,Hillcrest,50693
1072,2022,High Park,106896
1073,2022,Humber Summit,20197
1074,2022,Humberwood,29417
1075,2022,Jane/Dundas,87567
1076,2022,Jones,41781
1077,2022,Jane/Sheppard,55649
1078,2022,Kennedy/Eglinton,75654
1079,2022,Long Branch,30760
1080,2022,Leaside,107068
1081,2022,Locke,68641
1082,2022,Lillian H. Smith,169226
1083,2022,Main Street,88269
1084,2022,Malvern,134121
1085,2022,Maria A. Shchuka,105100
1086,2022,McGregor Park,51954
1087,2022,Mount Dennis,72801
1088,2022,Merril Collection,6998
1089,2022,Mimico Centennial,55676
1090,2022,Maryvale,79733
1091,2022,Morningside,80008
1092,2022,Northern District,234291
1093,2022,Northern Elms,22338
1094,2022,New Toronto,29806
1095,2022,Osborne Collection,15630
1096,2022,Oakwood Village Library and Arts Centre,51839
1097,2022,Pape/Danforth,125371
1098,2022,Perth/Dupont,24922
1099,2022,Parkdale,189577
1100,2022,Parliament Street,134804
1101,2022,Palmerston,81764
1102,2022,Port Union,39945
1103,2022,Pleasant View,33177
1104,2022,Queen/Saulter,39625
1105,2022,Riverdale,91701
1106,2022,Richview,179693
1107,2022,Runnymede,175890
1108,2022,Rexdale,20128
1109,2022,Sanderson,90084
1110,2022,Sunnybrook Hospital,6869
1111,2022,Scarborough Civic Centre,115726
1112,2022,St. Clair/Silverthorn,20273
1113,2022,St. James Town,71045
1114,2022,St. Lawrence,68345
1115,2022,Spadina Road,37150
1116,2022,Steeles,68224
1117,2022,Swansea Memorial,7707
1118,2022,S. Walter Stewart,162852
1119,2022,Taylor Memorial,23011
1120,2022,Thorncliffe,77271
1121,2022,Todmorden Room,14260
1122,2022,Toronto Reference Library,745217
1123,2022,Victoria Village,19859
1124,2022,Weston,73630
1125,2022,Woodview Park,28304
1126,2022,Woodside Square,163061
1127,2022,Wychwood,37001
1128,2022,Yorkville,75390
1129,2022,York Woods,69116
